,u,v
53586,398,3407
53587,1142,1867
53588,674,1676
53589,3443,4033
53590,2681,4437
53591,2174,3369
53592,4181,4289
53593,868,3091
53594,734,2430
53595,674,4083
53596,1773,4559
53597,763,3778
53598,398,3822
53599,1569,3997
53600,91,888
53601,1179,1752
53602,2430,2892
53603,824,1174
53604,546,3162
53605,3162,4437
53606,734,4181
53607,1363,2869
53608,734,3391
53609,585,3043
53610,1459,3443
53611,2720,3443
53612,1752,2410
53613,1867,3157
53614,3216,4055
53615,467,1773
53616,666,992
53617,3941,4166
53618,708,4166
53619,2394,4103
53620,585,2681
53621,2892,3815
53622,300,569
53623,1867,2771
53624,63,4183
53625,1459,2869
53626,1379,3392
53627,1867,3997
53628,300,2429
53629,2869,4544
53630,1202,1867
53631,546,3407
53632,992,3404
53633,569,3157
53634,2720,3091
53635,2869,3373
53636,569,4055
53637,1179,1527
53638,698,1142
53639,585,2119
53640,3392,4559
53641,1379,4289
53642,888,3344
53643,1773,3091
53644,1806,2430
53645,698,2892
53646,300,1174
53647,546,585
53648,694,3407
53649,992,3373
53650,1221,2720
53651,2427,3501
53652,803,4548
53653,1202,3301
53654,3216,4183
53655,3043,3822
53656,3822,4165
53657,3043,4544
53658,300,546
53659,1174,1773
53660,734,1379
53661,4103,4165
53662,63,3216
53663,708,4289
53664,3597,4544
53665,708,3407
53666,2918,4083
53667,398,3941
53668,467,3162
53669,2174,4596
53670,3997,4816
53671,4001,4055
53672,1142,2708
53673,4006,4103
53674,708,734
53675,694,2681
53676,1221,1459
53677,1569,4559
53678,1806,4191
53679,4055,4544
53680,569,2429
53681,2918,3391
53682,868,1142
53683,824,2720
53684,790,3157
53685,824,3344
53686,1803,3501
53687,1569,4437
53688,2430,4006
53689,2892,4166
53690,3043,4559
53691,790,3822
53692,790,3404
53693,2394,4191
53694,868,1806
53695,2410,2708
53696,3404,3597
53697,1846,3822
53698,546,4103
53699,1752,3091
53700,91,3344
53701,2681,4826
53702,824,4166
53703,1803,2708
53704,2869,3997
53705,734,3597
53706,1142,4055
53707,4165,4826
53708,63,3369
53709,91,3407
53710,2394,4183
53711,585,2174
53712,1221,3822
53713,734,1569
53714,708,790
53715,546,1379
53716,2681,2918
53717,1179,2119
53718,4289,4548
53719,2429,3392
53720,1803,4183
53721,2174,3407
53722,2427,4559
53723,398,546
53724,3043,3815
53725,3941,4191
53726,2427,2472
53727,4006,4559
53728,3301,3443
53729,2427,4289
53730,1803,3344
53731,585,3373
53732,1527,1752
53733,300,2892
53734,63,3941
53735,3301,4191
53736,4289,4544
53737,1676,4183
53738,2771,3157
53739,444,1179
53740,398,2472
53741,734,4548
53742,91,2892
53743,803,3443
53744,2394,3443
53745,2918,3407
53746,1803,1867
53747,1363,3373
53748,868,3443
53749,444,698
53750,4055,4103
53751,2174,3373
53752,666,3369
53753,694,3043
53754,2394,3157
53755,1867,2174
53756,1725,3373
53757,91,3162
53758,444,1142
53759,467,4006
53760,1459,3216
53761,3443,4165
53762,569,2410
53763,674,3162
53764,824,2708
53765,3391,4559
53766,3373,3407
53767,1806,2720
53768,674,2472
53769,398,4183
53770,1379,2394
53771,824,3369
53772,3443,3501
53773,2427,4191
53774,585,4006
53775,467,3997
53776,3344,4596
53777,1752,2472
53778,300,2394
53779,1142,4165
53780,528,3407
53781,2869,4289
53782,1379,4437
53783,2892,3597
53784,803,4826
53785,1379,3369
53786,569,992
53787,1846,2174
53788,3043,3941
53789,1142,3091
53790,21,790
53791,1803,2720
53792,444,1676
53793,1867,3369
53794,1725,2427
53795,1379,4191
53796,398,1363
53797,790,4596
53798,21,4033
53799,3391,3778
53800,3162,3443
53801,2708,4826
53802,467,3157
53803,790,2427
53804,734,3815
53805,528,4183
53806,3301,4165
53807,694,3822
53808,666,1846
53809,1846,3301
53810,1142,3344
53811,569,4437
53812,674,761
53813,1846,3597
53814,1867,4033
53815,2472,4055
53816,91,2410
53817,666,4055
53818,1846,4055
53819,1725,4103
53820,1202,4548
53821,824,3404
53822,2771,3301
53823,300,992
53824,3216,3392
53825,1806,4083
53826,1806,4548
53827,2430,4826
53828,674,4183
53829,698,4544
53830,21,666
53831,63,708
53832,2394,3301
53833,1179,1363
53834,4544,4826
53835,1202,3369
53836,1676,4166
53837,4103,4559
53838,444,1459
53839,3391,3404
53840,1773,3373
53841,698,4103
53842,694,888
53843,2429,3369
53844,3997,4033
53845,444,674
53846,63,1846
53847,868,888
53848,2708,4165
53849,1846,2771
53850,698,1459
53851,3443,4596
53852,1379,2918
53853,91,1179
53854,1569,4165
53855,1363,3162
53856,2771,4826
53857,761,3216
53858,528,992
53859,1174,4165
53860,1752,4437
53861,763,2430
53862,868,2771
53863,3501,4033
53864,1676,3391
53865,666,2892
53866,3091,3391
53867,3392,4166
53868,1142,4437
53869,694,2394
53870,708,3941
53871,3344,4033
53872,734,4055
53873,2708,3778
53874,1773,3778
53875,1142,1676
53876,2119,2174
53877,1867,2681
53878,546,1676
53879,3091,3162
53880,2430,3501
53881,3162,4548
53882,1806,4437
53883,569,4165
53884,3407,3501
53885,546,1142
53886,992,1773
53887,4083,4559
53888,21,4544
53889,698,3301
53890,1773,3157
53891,674,1569
53892,1363,3597
53893,3501,4055
53894,694,4033
53895,528,3369
53896,63,4289
53897,3344,4544
53898,1142,1846
53899,4183,4816
53900,398,761
53901,2394,4166
53902,546,2174
53903,3941,4289
53904,3216,4083
53905,3216,4826
53906,763,2472
53907,63,2410
53908,3091,4544
53909,1527,3404
53910,467,4001
53911,4006,4181
53912,1221,3997
53913,698,3391
53914,1379,1846
53915,824,1773
53916,761,3157
53917,1202,4165
53918,4166,4437
53919,4001,4816
53920,398,4559
53921,398,585
53922,1676,3162
53923,3597,4826
53924,4006,4055
53925,992,4559
53926,1773,4816
53927,1527,4559
53928,569,666
53929,569,1867
53930,992,4596
53931,467,1569
53932,1846,2869
53933,888,1803
53934,4033,4826
53935,585,3815
53936,63,4103
53937,1527,4289
53938,1867,2429
53939,3443,4103
53940,3407,4181
53941,2410,3162
53942,569,3162
53943,868,1867
53944,2720,2771
53945,1806,3443
53946,3404,4289
53947,2410,2918
53948,2429,2472
53949,1569,3941
53950,398,3404
53951,546,2119
53952,708,3301
53953,467,2119
53954,1569,4544
53955,1174,3391
53956,674,1773
53957,888,3157
53958,91,1773
53959,1846,4437
53960,708,1174
53961,1179,3391
53962,1773,2174
53963,2410,4559
53964,2771,2869
53965,2708,4544
53966,992,1221
53967,585,3997
53968,1806,1867
53969,763,3091
53970,666,790
53971,1142,1363
53972,1803,4289
53973,694,708
53974,3162,4183
53975,4006,4289
53976,2410,3997
53977,528,734
53978,1752,4596
53979,444,2681
53980,585,4001
53981,1803,3822
53982,2429,3443
53983,888,2869
53984,3404,4544
53985,2427,3043
53986,761,4165
53987,2119,3392
53988,528,3392
53989,734,1773
53990,868,1752
53991,1806,4181
53992,824,3157
53993,3344,3392
53994,1379,4103
53995,698,3501
53996,1459,3162
53997,888,4548
53998,1527,3392
53999,1202,4166
54000,2771,3391
54001,824,1379
54002,761,2427
54003,3091,4826
54004,1846,4033
54005,21,2681
54006,398,2918
54007,824,3216
54008,1752,4055
54009,546,790
54010,4289,4437
54011,1569,4055
54012,444,2427
54013,2429,4544
54014,1221,4181
54015,1569,4548
54016,300,4033
54017,300,585
54018,1725,4289
54019,3369,4437
54020,1846,4083
54021,4006,4544
54022,1174,4559
54023,91,3043
54024,2429,4816
54025,546,992
54026,528,803
54027,2119,3162
54028,467,3407
54029,1221,1803
54030,1676,2394
54031,1867,4165
54032,3043,3301
54033,2394,3091
54034,467,674
54035,2410,2429
54036,1806,4103
54037,1806,2892
54038,734,4165
54039,444,3997
54040,3369,3822
54041,585,2918
54042,2410,3369
54043,666,674
54044,694,4816
54045,2430,4183
54046,694,1867
54047,2918,3344
54048,790,4033
54049,3501,4183
54050,3404,4055
54051,3301,4544
54052,3392,3597
54053,666,4165
54054,803,1867
54055,3822,4083
54056,1221,1773
54057,546,4191
54058,2427,3778
54059,467,2720
54060,3369,4191
54061,569,4289
54062,3157,3443
54063,91,3597
54064,1676,3997
54065,2472,2892
54066,3369,4816
54067,763,1459
54068,2174,4289
54069,63,3597
54070,2918,3369
54071,2771,4033
54072,546,1752
54073,569,4166
54074,3597,4006
54075,2708,2720
54076,4191,4437
54077,2472,3407
54078,1379,3501
54079,3404,4559
54080,2174,3501
54081,3043,3157
54082,803,3162
54083,2410,2681
54084,2119,4544
54085,1379,4559
54086,546,803
54087,763,1569
54088,1459,2410
54089,1569,3392
54090,2720,4548
54091,761,3043
54092,2410,3501
54093,1676,3091
54094,666,4103
54095,3443,3997
54096,1752,3392
54097,528,4006
54098,21,3815
54099,2430,4289
54100,2410,3391
54101,21,3301
54102,2681,3043
54103,790,1202
54104,444,3822
54105,1142,1179
54106,467,569
54107,761,1773
54108,824,4437
54109,3091,3407
54110,1569,2869
54111,3091,3216
54112,1867,2430
54113,300,3344
54114,1174,1846
54115,2394,3344
54116,3091,3822
54117,1803,4165
54118,398,3391
54119,569,3301
54120,3301,4559
54121,444,4544
54122,2119,3501
54123,2771,4181
54124,1867,4183
54125,1803,3597
54126,3443,3597
54127,1803,3091
54128,4165,4816
54129,3778,4548
54130,1379,4166
54131,3392,4055
54132,4181,4559
54133,1179,3597
54134,91,1806
54135,546,1363
54136,761,4083
54137,3043,3501
54138,2918,4548
54139,3344,3443
54140,1363,4437
54141,585,1379
54142,1773,2427
54143,763,1676
54144,3997,4006
54145,2427,4083
54146,2869,3369
54147,868,1803
54148,569,2119
54149,91,868
54150,4006,4437
54151,2708,3344
54152,4033,4816
54153,91,824
54154,3043,4826
54155,569,1527
54156,666,4548
54157,2410,4006
54158,585,3392
54159,803,1846
54160,569,1846
54161,3404,4033
54162,546,1867
54163,2708,4166
54164,824,1142
54165,300,666
54166,21,3501
54167,1803,3941
54168,444,2430
54169,2119,3301
54170,2720,3373
54171,3043,3997
54172,3162,3404
54173,1803,4559
54174,1202,2427
54175,1142,3941
54176,1379,3407
54177,803,2869
54178,2472,3157
54179,992,2410
54180,1676,2720
54181,1142,3373
54182,546,1174
54183,708,3778
54184,1202,2429
54185,674,4103
54186,868,1846
54187,21,4437
54188,2869,3301
54189,698,2869
54190,2174,2410
54191,1867,4181
54192,3822,4055
54193,3373,3815
54194,398,3597
54195,444,4103
54196,1569,3391
54197,790,2472
54198,444,694
54199,569,1363
54200,21,528
54201,1459,2427
54202,868,2918
54203,2892,3822
54204,91,4001
54205,3997,4289
54206,2174,2430
54207,388,3411
54208,2925,3411
54209,22,3411
54210,388,2925
54211,22,388
54212,22,2925
54213,22,3226
54214,132,432
54215,3414,4355
54216,132,4352
54217,2402,4397
54218,2245,3331
54219,3307,4351
54220,1026,2322
54221,2582,4762
54222,2402,4762
54223,433,4461
54224,3310,3614
54225,267,2290
54226,676,4461
54227,2259,4352
54228,22,1026
54229,857,2926
54230,4144,4581
54231,676,3656
54232,3331,4302
54233,857,3331
54234,2290,2402
54235,510,4051
54236,432,1123
54237,2245,3307
54238,676,4351
54239,1024,4762
54240,2926,3414
54241,857,3307
54242,2402,3310
54243,2926,4348
54244,267,2859
54245,4018,4351
54246,267,4051
54247,22,4144
54248,2290,4351
54249,2949,4018
54250,676,2402
54251,2245,2582
54252,510,2322
54253,432,2859
54254,298,676
54255,1026,4355
54256,676,3307
54257,3287,4051
54258,432,3414
54259,2322,4355
54260,1024,3331
54261,132,510
54262,2949,4355
54263,37,132
54264,2582,3287
54265,132,3614
54266,2322,3310
54267,4230,4355
54268,510,4351
54269,2949,3656
54270,1126,3287
54271,267,4581
54272,432,857
54273,1126,4348
54274,132,1024
54275,22,2587
54276,298,2949
54277,3331,3656
54278,2949,4461
54279,2290,3287
54280,676,3310
54281,432,2290
54282,4352,4461
54283,2259,4230
54284,510,2859
54285,267,4397
54286,4144,4351
54287,3331,4348
54288,2402,2582
54289,1156,3656
54290,2859,3614
54291,857,4144
54292,3331,4144
54293,2587,3331
54294,1026,3656
54295,3226,3310
54296,132,4461
54297,2259,2290
54298,2259,4397
54299,4051,4581
54300,267,433
54301,2245,2926
54302,2582,4144
54303,3331,3817
54304,132,1123
54305,298,433
54306,676,4144
54307,857,3414
54308,3226,4018
54309,1026,2402
54310,2290,4051
54311,857,2587
54312,2245,3656
54313,3331,4397
54314,1026,3307
54315,1126,2949
54316,4051,4762
54317,1123,2290
54318,857,1156
54319,132,267
54320,4348,4351
54321,2290,4581
54322,2290,4302
54323,2587,2926
54324,433,4230
54325,1026,3817
54326,1126,2582
54327,2259,4762
54328,1026,4762
54329,267,2926
54330,1123,2402
54331,2402,4461
54332,2582,2859
54333,3817,4351
54334,1126,2859
54335,1123,4018
54336,4144,4348
54337,2859,3287
54338,1024,1026
54339,1024,4351
54340,1026,4352
54341,676,4762
54342,298,3287
54343,4230,4302
54344,22,3656
54345,2926,3310
54346,676,4352
54347,857,3614
54348,2949,3331
54349,132,4762
54350,2402,3414
54351,1126,2402
54352,2322,3287
54353,857,1024
54354,2259,3331
54355,4351,4352
54356,37,1123
54357,2926,4051
54358,857,4762
54359,2259,3817
54360,298,2859
54361,4351,4762
54362,2949,4581
54363,676,2245
54364,1024,2259
54365,433,3307
54366,3287,4230
54367,432,2582
54368,267,3287
54369,3226,3307
54370,2259,3287
54371,1126,4351
54372,2587,4355
54373,432,2587
54374,2587,4762
54375,2322,4144
54376,3307,3614
54377,4051,4230
54378,267,432
54379,4351,4355
54380,1123,2949
54381,3414,4144
54382,2402,3287
54383,676,1123
54384,132,3287
54385,298,2290
54386,4348,4581
54387,2322,3226
54388,676,2859
54389,433,4348
54390,2322,3414
54391,37,2290
54392,3310,4762
54393,3414,4397
54394,857,4461
54395,3614,4051
54396,432,4351
54397,4348,4762
54398,298,4230
54399,2290,3656
54400,3287,4018
54401,3331,3614
54402,2859,3414
54403,676,2582
54404,37,267
54405,3656,4348
54406,2587,4461
54407,3287,4581
54408,4302,4581
54409,298,3226
54410,2402,4352
54411,433,676
54412,1026,4018
54413,4230,4352
54414,1156,4352
54415,1123,3331
54416,3614,4581
54417,2322,4352
54418,432,3307
54419,22,4762
54420,22,4351
54421,2859,4581
54422,1156,3307
54423,1156,4355
54424,37,4352
54425,267,2402
54426,2259,2322
54427,510,1156
54428,37,2259
54429,510,3226
54430,857,1126
54431,3414,4351
54432,2322,3331
54433,22,267
54434,132,4144
54435,2322,2859
54436,2245,4581
54437,37,1026
54438,1156,3310
54439,22,1126
54440,1126,4581
54441,857,3817
54442,433,2259
54443,3307,3310
54444,2582,4352
54445,1026,2949
54446,2245,3226
54447,2290,3307
54448,3310,4351
54449,37,3331
54450,3614,3817
54451,3656,4352
54452,22,4348
54453,3310,3656
54454,3310,3817
54455,3287,3817
54456,1123,4302
54457,2402,4302
54458,3614,4018
54459,1026,4302
54460,2245,4397
54461,267,1026
54462,857,2859
54463,3287,4351
54464,2859,4230
54465,132,857
54466,2859,4348
54467,4302,4348
54468,22,4397
54469,2402,4348
54470,1126,3817
54471,1156,4018
54472,1126,2926
54473,3414,4230
54474,2402,2926
54475,3614,4352
54476,1026,2587
54477,2259,3614
54478,3307,3414
54479,433,3656
54480,298,4461
54481,1026,3310
54482,432,4230
54483,4018,4581
54484,37,2245
54485,2582,4355
54486,510,3331
54487,132,2859
54488,4348,4355
54489,298,2587
54490,267,3307
54491,4461,4762
54492,22,4352
54493,4581,4762
54494,2582,4018
54495,676,2587
54496,1156,2926
54497,3287,4302
54498,298,4351
54499,510,4302
54500,3226,3414
54501,3226,4581
54502,1123,4762
54503,267,3414
54504,2582,4461
54505,1156,4348
54506,676,1024
54507,132,2402
54508,3287,4355
54509,2582,3414
54510,2322,4302
54511,857,4051
54512,2582,4230
54513,4302,4397
54514,2582,3226
54515,3307,4230
54516,4144,4230
54517,2949,3307
54518,1024,4352
54519,37,4348
54520,4352,4397
54521,3614,4230
54522,267,4144
54523,1156,4351
54524,1126,2245
54525,676,4230
54526,3226,4302
54527,432,4348
54528,1156,2322
54529,432,2949
54530,2245,3414
54531,433,1156
54532,433,2587
54533,3414,4348
54534,2322,3614
54535,2259,4051
54536,3656,4581
54537,2859,3310
54538,2926,3226
54539,1126,4352
54540,37,4051
54541,132,1026
54542,22,4018
54543,3817,4352
54544,433,4355
54545,2582,3331
54546,3614,4144
54547,432,1026
54548,676,1126
54549,37,3287
54550,4018,4051
54551,1126,4461
54552,1024,4461
54553,857,4352
54554,3331,4461
54555,2949,3310
54556,132,4581
54557,2322,3656
54558,433,2402
54559,2926,4144
54560,3226,4355
54561,2949,4051
54562,3331,4352
54563,3656,4762
54564,2402,3817
54565,1026,4051
54566,2926,4355
54567,433,2290
54568,2245,2949
54569,2290,4144
54570,37,433
54571,3414,4051
54572,433,2582
54573,4302,4461
54574,4144,4355
54575,2245,2322
54576,2245,2402
54577,4051,4355
54578,37,4302
54579,4355,4397
54580,432,3817
54581,1156,4581
54582,2402,3656
54583,1123,4397
54584,3226,4348
54585,2582,4051
54586,1126,3414
54587,433,2245
54588,2926,4352
54589,4144,4302
54590,2859,4762
54591,298,3614
54592,22,2322
54593,1156,2402
54594,3287,4762
54595,1126,4018
54596,1123,2859
54597,3414,4018
54598,22,4302
54599,3614,4302
54600,1026,4230
54601,4051,4352
54602,2402,3331
54603,267,510
54604,3307,4461
54605,1024,4018
54606,3817,4302
54607,2322,2582
54608,298,432
54609,3310,4581
54610,3226,4351
54611,2290,4397
54612,3310,4144
54613,2290,2582
54614,2402,3307
54615,298,4144
54616,1123,4230
54617,3307,4348
54618,3287,4144
54619,1024,2859
54620,37,3226
54621,4051,4397
54622,267,1156
54623,433,4051
54624,3226,4352
54625,2926,3656
54626,1026,3287
54627,2402,4051
54628,1123,2926
54629,22,676
54630,4018,4144
54631,2290,4230
54632,2582,4351
54633,22,2259
54634,3226,3287
54635,1123,3287
54636,4230,4348
54637,132,3656
54638,3414,4762
54639,510,3817
54640,1123,2245
54641,2582,2587
54642,676,857
54643,432,2245
54644,3331,4230
54645,1024,3614
54646,433,4762
54647,4302,4355
54648,1024,3414
54649,132,3310
54650,267,298
54651,4018,4230
54652,2290,2949
54653,1026,2582
54654,1156,2259
54655,132,3331
54656,676,4397
54657,2859,3817
54658,3310,4355
54659,2322,2402
54660,22,2926
54661,510,4762
54662,132,676
54663,3307,4355
54664,22,4355
54665,857,4302
54666,2587,4230
54667,37,4230
54668,22,3614
54669,3310,4397
54670,3307,4762
54671,2949,4762
54672,4397,4461
54673,132,2926
54674,1126,4302
54675,2587,4352
54676,267,3310
54677,432,4581
54678,2290,3817
54679,432,676
54680,676,3331
54681,298,1126
54682,2582,2926
54683,857,1123
54684,2926,4351
54685,2245,4355
54686,298,1123
54687,2926,3287
54688,22,2949
54689,3307,3331
54690,22,3310
54691,433,4018
54692,3226,3817
54693,22,4230
54694,1024,2587
54695,2322,3817
54696,2290,3614
54697,676,2949
54698,2949,3287
54699,1024,3656
54700,2859,2949
54701,510,1026
54702,1126,3310
54703,2290,3414
54704,2259,3310
54705,857,1026
54706,2949,4351
54707,4355,4461
54708,1024,4051
54709,4051,4144
54710,3414,3656
54711,298,3656
54712,4302,4352
54713,2402,4351
54714,3310,3414
54715,1123,2259
54716,298,510
54717,3307,4302
54718,2582,3310
54719,4355,4581
54720,2587,4581
54721,2322,4230
54722,433,3287
54723,2259,4461
54724,3656,3817
54725,2949,4352
54726,3287,4352
54727,298,3817
54728,510,2402
54729,1024,4230
54730,37,3656
54731,433,4581
54732,2259,3226
54733,1156,4762
54734,37,3307
54735,267,857
54736,433,857
54737,1123,4355
54738,132,1126
54739,1026,4351
54740,1126,3226
54741,1024,4397
54742,1156,2949
54743,2859,4461
54744,2245,3310
54745,2587,3310
54746,433,1024
54747,132,3817
54748,2582,4302
54749,3656,4397
54750,1024,3287
54751,1024,1156
54752,2402,2587
54753,857,3310
54754,4018,4348
54755,432,2259
54756,3226,4051
54757,1123,4461
54758,298,3331
54759,2926,2949
54760,676,3226
54761,676,3817
54762,2587,3287
54763,432,1156
54764,1024,4302
54765,4018,4397
54766,37,2949
54767,432,3226
54768,37,4144
54769,2322,4581
54770,37,2402
54771,2582,3307
54772,433,3817
54773,1156,3817
54774,1156,2859
54775,298,1024
54776,2587,3414
54777,3817,4051
54778,676,2290
54779,4351,4581
54780,3414,4352
54781,37,298
54782,432,4355
54783,3226,3331
54784,433,510
54785,510,4230
54786,2859,4355
54787,510,3656
54788,3310,4018
54789,2587,3226
54790,1024,2322
54791,298,1026
54792,37,510
54793,298,4581
54794,2926,4302
54795,1126,4762
54796,1123,4352
54797,267,2587
54798,1024,4144
54799,1123,2587
54800,4230,4762
54801,37,4355
54802,298,4762
54803,2245,4230
54804,132,4348
54805,510,3614
54806,2322,3307
54807,433,3331
54808,2402,3226
54809,2322,4762
54810,2926,4018
54811,857,4397
54812,432,3614
54813,298,2926
54814,2859,4051
54815,3310,3331
54816,510,4348
54817,1156,3614
54818,2290,3226
54819,2245,3817
54820,1026,3331
54821,2290,2587
54822,3817,4581
54823,37,3414
54824,267,2245
54825,1123,4351
54826,132,4018
54827,267,4348
54828,2290,2322
54829,2859,2926
54830,22,2859
54831,2402,4355
54832,267,2322
54833,510,4355
54834,510,4581
54835,298,3307
54836,1026,1126
54837,1024,3226
54838,3287,3414
54839,3287,4397
54840,22,4051
54841,4397,4581
54842,1024,3817
54843,2245,2259
54844,2290,2926
54845,433,4351
54846,4018,4461
54847,2859,4018
54848,3331,4051
54849,1126,4230
54850,3614,4348
54851,2290,4461
54852,432,3287
54853,857,2949
54854,1024,3307
54855,1026,2245
54856,2582,3817
54857,1024,3310
54858,2926,4762
54859,1126,1156
54860,2245,3614
54861,1024,1123
54862,22,510
54863,1156,4144
54864,1026,3226
54865,298,4352
54866,432,4461
54867,2290,4018
54868,857,4348
54869,432,4302
54870,433,2859
54871,22,3414
54872,2949,4144
54873,2245,3287
54874,3310,4352
54875,1024,4355
54876,3310,4230
54877,132,2949
54878,2949,4348
54879,2587,3307
54880,3307,4051
54881,4351,4461
54882,2259,2926
54883,1156,4051
54884,22,3307
54885,2859,3656
54886,3307,3656
54887,4144,4397
54888,4351,4397
54889,510,2245
54890,433,3614
54891,4051,4351
54892,510,2949
54893,37,2587
54894,3656,4302
54895,132,2290
54896,3307,3817
54897,2245,4351
54898,1123,3656
54899,4348,4461
54900,1026,2259
54901,1126,2259
54902,37,1126
54903,132,2587
54904,1156,4461
54905,676,3414
54906,3226,4461
54907,3656,4230
54908,857,2582
54909,2949,4397
54910,3307,4018
54911,857,4355
54912,132,3307
54913,3614,4355
54914,1123,3614
54915,857,2259
54916,676,3287
54917,1123,4051
54918,510,2587
54919,676,2259
54920,2582,4397
54921,2587,4348
54922,4144,4762
54923,2402,4581
54924,37,4762
54925,3310,4348
54926,433,1026
54927,3287,3310
54928,3817,4144
54929,298,4397
54930,3656,4351
54931,1026,4144
54932,3287,4348
54933,3817,4762
54934,2259,4348
54935,1126,4355
54936,22,433
54937,3287,3307
54938,2587,4051
54939,267,3226
54940,4018,4352
54941,3307,4581
54942,1026,4581
54943,3331,4355
54944,3287,4461
54945,2322,2949
54946,3614,4397
54947,432,4397
54948,132,4302
54949,298,2322
54950,4352,4355
54951,1156,2587
54952,132,4230
54953,1123,3226
54954,3307,4397
54955,1126,3307
54956,1126,2587
54957,1123,4144
54958,1024,2290
54959,3414,4461
54960,2859,4351
54961,2245,2587
54962,3331,4018
54963,432,2402
54964,1024,2245
54965,4230,4397
54966,1156,3226
54967,37,2859
54968,676,2322
54969,37,2926
54970,433,4352
54971,37,4461
54972,432,3656
54973,267,676
54974,132,2322
54975,1026,1123
54976,510,2259
54977,37,676
54978,2587,4351
54979,2402,2949
54980,2926,4461
54981,2587,4144
54982,433,3310
54983,37,4581
54984,37,3614
54985,2949,3817
54986,510,4144
54987,1156,2582
54988,433,3414
54989,3226,4762
54990,432,1024
54991,37,2582
54992,2245,4302
54993,22,132
54994,2259,3656
54995,2245,2290
54996,510,4352
54997,4302,4351
54998,432,433
54999,1123,2582
55000,432,1126
55001,3817,4018
55002,1026,2859
55003,3226,4397
55004,2245,4348
55005,1156,4230
55006,2859,3331
55007,2587,4397
55008,510,4397
55009,4018,4355
55010,2859,4397
55011,2859,3307
55012,22,4581
55013,298,4302
55014,1123,3307
55015,857,3656
55016,2259,4144
55017,1026,2290
55018,267,4351
55019,676,4302
55020,2245,4461
55021,2582,4581
55022,2290,4762
55023,2402,2859
55024,3656,4355
55025,1126,4051
55026,4230,4351
55027,2926,4230
55028,267,4352
55029,3310,4302
55030,2322,4018
55031,510,3307
55032,2259,2859
55033,510,857
55034,1026,3414
55035,2245,2859
55036,3614,4461
55037,132,4351
55038,433,2926
55039,267,1123
55040,2859,4302
55041,2926,3331
55042,267,2582
55043,267,4018
55044,4355,4762
55045,676,1026
55046,3817,4230
55047,857,3287
55048,1126,4144
55049,298,3414
55050,132,4397
55051,2322,2926
55052,433,4397
55053,3414,3614
55054,3226,3656
55055,298,1156
55056,2245,4018
55057,2259,3307
55058,3817,4461
55059,432,2322
55060,132,4051
55061,4230,4461
55062,1126,3614
55063,298,4355
55064,2322,4397
55065,3310,4461
55066,298,4348
55067,3287,3656
55068,2259,2949
55069,37,4397
55070,132,2245
55071,22,3287
55072,676,4018
55073,37,432
55074,2402,4144
55075,2402,4018
55076,267,1024
55077,4144,4461
55078,3226,4144
55079,267,1126
55080,510,1024
55081,1126,3331
55082,132,2582
55083,3817,4348
55084,298,2402
55085,3614,4762
55086,510,3287
55087,132,4355
55088,510,1126
55089,1123,3817
55090,433,3226
55091,433,1123
55092,433,4302
55093,1126,2322
55094,2322,4348
55095,267,2949
55096,510,676
55097,2859,3226
55098,1024,4348
55099,3656,4051
55100,2859,4352
55101,2402,3614
55102,433,1126
55103,432,4018
55104,267,3656
55105,2582,4348
55106,3310,4051
55107,132,3226
55108,3287,3331
55109,132,2259
55110,298,2582
55111,37,2322
55112,432,4762
55113,3817,4397
55114,1156,4302
55115,1026,4397
55116,1126,3656
55117,3656,4144
55118,22,2582
55119,3656,4018
55120,37,857
55121,510,4461
55122,1026,4348
55123,2949,3414
55124,2290,4355
55125,2290,4348
55126,2926,3307
55127,3226,4230
55128,857,2245
55129,132,433
55130,22,2290
55131,432,3331
55132,1156,2290
55133,1024,4581
55134,132,1156
55135,1024,2926
55136,3331,4762
55137,3331,4351
55138,4461,4581
55139,3226,3614
55140,510,2582
55141,2587,3817
55142,1123,4581
55143,433,2322
55144,2259,2587
55145,1026,2926
55146,22,1156
55147,2859,4144
55148,298,3310
55149,676,4355
55150,267,3817
55151,1026,4461
55152,2587,2949
55153,2259,2582
55154,3614,4351
55155,2587,4302
55156,2582,3656
55157,3307,4352
55158,132,298
55159,1156,3287
55160,857,2402
55161,2245,4762
55162,37,1156
55163,1024,2949
55164,432,2926
55165,37,3310
55166,298,2259
55167,857,4230
55168,857,2290
55169,1126,2290
55170,22,857
55171,22,1123
55172,37,1024
55173,267,4762
55174,22,37
55175,676,4581
55176,2949,3614
55177,510,2290
55178,4348,4397
55179,267,4230
55180,1123,4348
55181,2259,3414
55182,432,4051
55183,37,4018
55184,2245,4051
55185,2322,2587
55186,3614,3656
55187,1123,1156
55188,1123,3414
55189,267,4302
55190,1024,1126
55191,2245,4144
55192,2582,3614
55193,676,3614
55194,4018,4762
55195,1156,4397
55196,1156,3331
55197,2926,4581
55198,2926,3614
55199,2926,4397
55200,2290,3310
55201,510,1123
55202,510,3414
55203,22,432
55204,1126,4397
55205,433,4144
55206,2259,4355
55207,857,4351
55208,1123,1126
55209,432,4352
55210,22,3331
55211,2587,3614
55212,510,4018
55213,4230,4581
55214,22,1024
55215,298,857
55216,2259,4351
55217,3331,3414
55218,676,4051
55219,2949,4230
55220,37,3817
55221,432,510
55222,3414,4581
